phonetic,head_in_shuowen,head_gloss,head_dx_fanqie,char,sw_id,relation,shuowen_gloss,daxu_fanqie,mc_bs2014,guangyun_position,mc_confidence,head_mc_bs2014,oc_bs2014,oc_bs_match,head_oc_bs2014,head_oc_bs_match,morph_relation_auto,morph_diff,src
弟,True,韋束之次弟也。从古字之象。凡弟之屬皆从弟。,特計切,綈,8555,聲,厚繒也。从糸弟聲。,杜兮切,dej,定開四齊平,initial+rhyme+tone,dejH,,not_in_bs,*lˤəjʔ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弟,True,韋束之次弟也。从古字之象。凡弟之屬皆从弟。,特計切,銻,9402,聲,鎕銻也。从金弟聲。,杜兮切,dej,定開四齊平,initial+rhyme+tone,dejH,,not_in_bs,*lˤəjʔ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,𢛆,6780,亦聲,急也。从心从弦，弦亦聲。河南密縣有𢛆亭。,胡田切,hen,匣開四先平,identical_fanqie,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,𦱁,354,聲,艸也。从艸弦聲。,胡田切,hen,匣開四先平,identical_fanqie,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,𧼏,994,聲,急走也。从走弦聲。,胡田切,hen,匣開四先平,identical_fanqie,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,胘,2668,省聲,牛百葉也。从肉，弦省聲。,胡田切,hen,匣開四先平,identical_fanqie,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,㡉,4890,聲,布。出東萊。从巾弦聲。,胡田切,ken,見開四先平,rhyme+tone_only,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,伭,5106,省聲,很也。从人，弦省聲。,胡田切,hen,匣開四先平,identical_fanqie,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
弦,True,弓弦也。从弓，象絲軫之形。凡弦之屬皆从弦。,胡田切,娹,8270,聲,有守也。从女弦聲。,胡田切,,,none,hen,,not_in_bs,*[ɢ]ˤi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,剝,2765,亦聲,裂也。从刀从录。录，刻割也。录亦聲。,北角切,paewk,幫二江入,identical_fanqie,,*[p]ˤrok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,菉,651,聲,王芻也。从艸录聲。《詩》曰：“菉竹猗猗。”,力玉切,ljowk,來三鍾入,identical_fanqie,,*[r]ok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,趢,1046,聲,䟒趢也。从走录聲。,力玉切,ljowk,來三鍾入,identical_fanqie,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,逯,1163,聲,行謹逯逯也。从辵录聲。,盧谷切,ljowk,來三鍾入,initial+rhyme+tone,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,䚄,5454,聲,笑視也。从見录聲。,力玉切,ljowk,來三鍾入,identical_fanqie,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,䰁,5735,聲,𩮗也。忽見也。从髟录聲。录，籒文魅，亦忽見意。,芳未切,,,none,,,not_in_bs,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
录,True,金色也。从金录聲。,力玉切,錄,9230,聲,金色也。从金录聲。,力玉切,ljowk,來三鍾入,identical_fanqie,,*[r]ok,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
徹,True,通也。从彳从攴从育。,丑列切,勶,9183,亦聲,發也。从力从徹，徹亦聲。,丑列切,,,none,trhjet,,not_in_bs,*tʰret,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
徹,True,通也。从彳从攴从育。,丑列切,轍,9566,省聲,車迹也。从車，徹省聲。本通用徹，後人所加。,直列切,drjet,澄開三仙入,identical_fanqie,trhjet,*[d]ret,mc_match,*tʰret,mc_match,O,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
忽,True,忘也。从心勿聲。,呼骨切,䬍,8939,亦聲,疾風也。从風从忽，忽亦聲。,呼骨切,xwot,曉合一魂入,identical_fanqie,xwot,,not_in_bs,*m̥ˤut,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
愁,True,憂也。从心秋聲。,士尤切,㵞,7393,亦聲,腹中有水气也。从水从愁，愁亦聲。,士尤切,dzrjuw,崇三尤平,identical_fanqie,dzrjuw,,not_in_bs,*[dz]riw,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,城,9036,亦聲,以盛民也。从土从成，成亦聲。,氏征切,dzyeng,常開三清平,initial+rhyme+tone,dzyeng,*[d]eŋ,mc_match,*m-[d]eŋ,mc_match,R,pre;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,誠,1521,聲,信也。从言成聲。,氏征切,dzyeng,常開三清平,initial+rhyme+tone,dzyeng,*[d]eŋ,mc_match,*m-[d]eŋ,mc_match,R,pre;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,盛,3125,聲,黍稷在器中以祀者也。从皿成聲。,氏征切,dzyeng,常開三清平,initial+rhyme+tone,dzyeng,*[d]eŋ,mc_match,*m-[d]eŋ,mc_match,R,pre;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,郕,4117,聲,魯孟氏邑。从邑成聲。,氏征切,dzyeng,常開三清平,initial+rhyme+tone,dzyeng,,not_in_bs,*m-[d]eŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,晟,4245,聲,明也。从日成聲。,承正切,dzyengH,常開三清去,identical_fanqie,dzyeng,,not_in_bs,*m-[d]eŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
成,True,就也。从戊丁聲。,氏征切,宬,4553,聲,屋所容受也。从宀成聲。,氏征切,dzyeng,常開三清平,initial+rhyme+tone,dzyeng,,not_in_bs,*m-[d]eŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
手,True,拳也。象形。凡手之屬皆从手。,書九切,杽,3802,亦聲,械也。从木从手，手亦聲。,敕九切,trhjuwX,徹三尤上,initial+rhyme+tone,syuwX,*n̥<r>uʔ,mc_match,*n̥uʔ,mc_match,R,med,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,警,1550,亦聲,戒也。从言从敬，敬亦聲。,居影切,kjaengX,見開三B庚上,identical_fanqie,kjaengH,*kreŋʔ,mc_match,*kreŋ(ʔ)-s,mc_match,R,suf;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,憼,6709,亦聲,敬也。从心从敬，敬亦聲。,居影切,kjaengX,見開三B庚上,identical_fanqie,kjaengH,,not_in_bs,*kreŋ(ʔ)-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,璥,84,聲,玉也。从玉敬聲。,居領切,kjaengX,見開三B庚上,initial_only,kjaengH,,not_in_bs,*kreŋ(ʔ)-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,㯳,3734,聲,㮄也。从木敬聲。,巨京切,,,none,kjaengH,,not_in_bs,*kreŋ(ʔ)-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,儆,4992,聲,戒也。从人敬聲。《春秋傳》曰：“儆宮。”,居影切,kjaengX,見開三B庚上,identical_fanqie,kjaengH,,not_in_bs,*kreŋ(ʔ)-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
敬,True,肅也。从攴、茍。,居慶切,驚,6187,聲,馬駭也。从馬敬聲。,舉卿切,kjaeng,見開三B庚平,identical_fanqie,kjaengH,*kreŋ,mc_match,*kreŋ(ʔ)-s,mc_match,R,suf;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,馼,6148,亦聲,馬赤鬣縞身，目若黃金，名曰𩢌。吉皇之乘，周文王時，犬戎獻之。从馬从文，文亦聲。《春秋傳》曰：“𩢌馬百駟。”畫馬也。西伯獻紂，以全其身。,無分切,mjun,明三C文平,identical_fanqie,mjun,,not_in_bs,*mə[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,玟,195,聲,火齊，玫瑰也。一曰石之美者。从玉文聲。,莫桮切,mwoj,明一灰平,initial+rhyme+tone,mjun,,not_in_bs,*mə[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,吝,931,聲,恨惜也。从口文聲。《易》曰：“以往吝。”,良刃切,linH,來開三真去,identical_fanqie,mjun,*mə.rə[n]-s,mc_match,*mə[n],mc_match,O2,"pre,ini,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,虔,3096,聲,虎行皃。从虍文聲。讀若矜。,渠焉切,gjen,羣開三B仙平,identical_fanqie,mjun,*[g]ra[n],mc_match,*mə[n],mc_match,V,"ini,med,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,旻,4171,聲,秋天也。从日文聲。《虞書》曰：“仁閔覆下，則稱旻天。”,武巾切,min,明三B真平,identical_fanqie,mjun,*mrə[n],mc_match,*mə[n],mc_match,R,med;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,忞,6752,聲,彊也。从心文聲。《周書》曰：“在受德忞。”讀若旻。,武巾切,min,明三B真平,identical_fanqie,mjun,,not_in_bs,*mə[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,汶,7052,聲,水。出琅邪朱虛東泰山，東入濰。从水文聲。桑欽說：汶水出泰山萊蕪，西南入泲。,亡運切,mjunH,明三C文去,identical_fanqie,mjun,*mˤə[n],single_reading,*mə[n],mc_match,R,phar;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,閔,7747,聲,弔者在門也。从門文聲。,眉殞切,minX,明三B真上,identical_fanqie,mjun,*mrə[n]ʔ,mc_match,*mə[n],mc_match,R,"med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
文,True,錯畫也。象交文。凡文之屬皆从文。,無分切,紊,8522,聲,亂也。从糸文聲。《商書》曰：“有條而不紊。”,亡運切,mjunH,明三C文去,identical_fanqie,mjun,,not_in_bs,*mə[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,鏨,9293,亦聲,小鑿也。从金从斬，斬亦聲。,藏濫切,dzamH,從開一談去,identical_fanqie,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,蔪,570,聲,艸相蔪苞也。从艸斬聲。《書》曰：“艸木蔪苞。”,慈冉切,dzjemX,從開三鹽上,initial+rhyme+tone,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,𧽯,1059,聲,進也。从走斬聲。,藏監切,,,none,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,槧,3750,聲,牘樸也。从木斬聲。,自𤥎切,dzamX,從開一談上,initial_only,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,暫,4216,聲,不久也。从日斬聲。,藏濫切,dzamH,從開一談去,identical_fanqie,tsreamX,*[dz]ˤam-s,mc_match,*[ts]ramʔ,mc_match,O,"ini,phar,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,磛,6003,聲,礹，石也。从石斬聲。,鉅銜切,,,none,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,慙,6923,聲,媿也。从心斬聲。,昨甘切,dzam,從開一談平,identical_fanqie,tsreamX,*[dz]ˤam,mc_match,*[ts]ramʔ,mc_match,O,"ini,phar,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,漸,7000,聲,水。出丹陽黟南蠻中，東入海。从水斬聲。,慈冉切,dzjemX,從開三鹽上,initial+rhyme+tone,tsreamX,*[dz]amʔ,mc_match,*[ts]ramʔ,mc_match,O,"ini,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,摲,7901,聲,暫也。从手斬聲。,昨甘切,tsrhaemH,初開二銜去,no_match_first_reading,tsreamX,,not_in_bs,*[ts]ramʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
斬,True,𢧵也。从車从斤。斬法車裂也。,側減切,塹,9067,聲,阬也。一曰大也。从土斬聲。,七豔切,tshjemH,清開三鹽去,identical_fanqie,tsreamX,*[tsʰ]am-s,mc_match,*[ts]ramʔ,mc_match,O,"ini,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
日,True,實也。太陽之精不虧。从囗一。象形。凡日之屬皆从日。,人質切,衵,5302,亦聲,日日所常衣。从衣从日，日亦聲。,人質切,nyit,日開三真入,identical_fanqie,nyit,*nik,mc_match,*C.nik,mc_match,R,pre,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
日,True,實也。太陽之精不虧。从囗一。象形。凡日之屬皆从日。,人質切,䵒,4449,聲,黏也。从黍日聲。《春秋傳》曰：“不義不䵒。”,尼質切,nrit,孃開三真入,identical_fanqie,nyit,*n<r>ik,mc_match,*C.nik,mc_match,R,"pre,med",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
日,True,實也。太陽之精不虧。从囗一。象形。凡日之屬皆从日。,人質切,馹,6205,聲,驛傳也。从馬日聲。,人質切,nyit,日開三真入,identical_fanqie,nyit,,not_in_bs,*C.nik,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
日,True,實也。太陽之精不虧。从囗一。象形。凡日之屬皆从日。,人質切,涅,7197,聲,黑土在水中也。从水从土，日聲。,奴結切,net,泥開四先入,identical_fanqie,nyit,,not_in_bs,*C.nik,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
日,True,實也。太陽之精不虧。从囗一。象形。凡日之屬皆从日。,人質切,䫻,8941,聲,大風也。从風日聲。,于筆切,hwit,云合三B真入,identical_fanqie,nyit,,not_in_bs,*C.nik,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,閽,7738,亦聲,常以昏閉門隸也。从門从昏，昏亦聲。,呼昆切,xwon,曉合一魂平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,婚,8087,亦聲,婦家也。《禮》：娶婦以昏時，婦人陰也，故曰婚。从女从昏，昏亦聲。,呼昆切,xwon,曉合一魂平,identical_fanqie,xwon,*m̥ˤu[n],mc_match,*m̥ˤu[n],mc_match,I,;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,𪂆,2396,聲,鳥也。从鳥昏聲。,武巾切,min,明三B真平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,䫒,5658,聲,繫頭殟也。从頁昏聲。,莫奔切,mwon,明一魂平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,捪,7883,聲,撫也。从手昏聲。一曰摹也。,武巾切,min,明三B真平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,緍,8682,聲,釣魚𦅾也。从糸昏聲。吳人解衣相被，謂之緍。,武巾切,min,明三B真平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
昏,True,日冥也。从日氐省。氐者，下也。一曰民聲。,呼昆切,錉,9399,聲,業也。賈人占錉。从金昏聲。,武巾切,min,明三B真平,identical_fanqie,xwon,,not_in_bs,*m̥ˤu[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
易,True,蜥易，蝘蜓，守宮也。象形。《祕書》說：日月爲易，象陰陽也。一曰从勿。凡易之屬皆从易。,羊益切,敡,2029,亦聲,侮也。从攴从易，易亦聲。,以豉切,yeH,以開三支去,identical_fanqie,yek,,not_in_bs,*lek,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
易,True,蜥易，蝘蜓，守宮也。象形。《祕書》說：日月爲易，象陰陽也。一曰从勿。凡易之屬皆从易。,羊益切,舓,1439,聲,以舌取食也。从舌易聲。,神旨切,zyeX,船開三支上,initial_only,yek,*Cə.leʔ,mc_match,*lek,mc_match,C,"pre,coda,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
